Country,Afghanistan,Albania,Algeria,Andorra,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Bolivia,Herzegovina,Brazil,Bulgaria,Faso,Cameroon,Canada,Chad,Chile,China,Colombia,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Estonia,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Lithuania,Luxembourg,Malaysia,Mali,Mauritania,Mauritius,Mexico,Moldova,Morocco,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Sweden,Switzerland,Tajikistan,Tanzania,Thailand,Togo,Tunisia,Turkey,US,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,World,Yemen,Zambia,Albania,Algeria,Andorra,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Bolivia,Herzegovina,Brazil,Bulgaria,Faso,Cameroon,Canada,Chad,Chile,China,Colombia,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Estonia,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Lithuania,Luxembourg,Malaysia,Mali,Mauritania,Mauritius,Mexico,Moldova,Morocco,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Sweden,Switzerland,Tajikistan,Tanzania,Thailand,Togo,Tunisia,Turkey,US,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,World,Yemen,Zambia
2020/5/24,216,31,592,51,445,77,102,639,49,11,13,452,194,9237,240,141,22013,126,52,159,6466,60,673,4645,705,10,30,99,81,17,314,561,13,10,458,3096,735,33,11,64,,306,28335,12,12,8261,31,171,55,20,,10,26,167,482,10,3868,1351,7359,152,1604,279,32735,,808,35,50,266,29,148,14,22,26,26,63,109,115,63,,10,7179,242,198,,5830,21,17,61,221,113,235,36,1101,299,11,3373,863,993,1302,21,1176,3388,42,,379,34,238,39,23,28,106,61,407,,28678,,146,3992,1905,44,21,56,12,48,4308,97086,605,244,36757,22,13,10,342213,39,,31,592,51,445,77,102,639,49,11,13,452,194,9237,240,141,22013,126,52,159,6466,60,673,4645,705,10,30,99,81,17,314,561,13,10,458,3096,735,33,11,64,,306,28335,12,12,8261,31,171,55,20,,10,26,167,482,10,3868,1351,7359,152,1604,279,32735,,808,35,50,266,29,148,14,22,26,26,63,109,115,63,,10,7179,242,198,,5830,21,17,61,221,113,235,36,1101,299,11,3373,863,993,1302,21,1176,3388,42,,379,34,238,39,23,28,106,61,407,,28678,,146,3992,1905,44,21,56,12,48,4308,97086,605,244,36757,22,13,10,342213,39,
2020/5/25,218,32,600,51,452,81,102,640,49,11,14,480,199,9280,250,144,22666,130,52,165,6534,60,718,4645,727,10,30,99,82,17,315,562,13,10,458,3108,764,35,11,64,,307,28370,12,12,8283,32,171,58,20,,10,26,180,486,10,4024,1372,7417,160,1608,279,32785,,820,35,51,267,29,156,14,22,26,26,63,110,115,65,,10,7394,250,199,,5841,21,17,61,226,113,235,37,1133,306,11,3456,868,996,1316,23,1185,3541,42,,390,35,238,40,23,28,107,61,429,,28752,,165,3998,1906,46,21,56,12,48,4340,97719,617,245,36875,22,13,10,345058,42,,32,600,51,452,81,102,640,49,11,14,480,199,9280,250,144,22666,130,52,165,6534,60,718,4645,727,10,30,99,82,17,315,562,13,10,458,3108,764,35,11,64,,307,28370,12,12,8283,32,171,58,20,,10,26,180,486,10,4024,1372,7417,160,1608,279,32785,,820,35,51,267,29,156,14,22,26,26,63,110,115,65,,10,7394,250,199,,5841,21,17,61,226,113,235,37,1133,306,11,3456,868,996,1316,23,1185,3541,42,,390,35,238,40,23,28,107,61,429,,28752,,165,3998,1906,46,21,56,12,48,4340,97719,617,245,36875,22,13,10,345058,42,
2020/5/26,219,32,609,51,467,87,102,641,51,11,14,501,204,9312,261,146,23473,130,52,165,6655,61,761,4645,750,10,30,100,82,17,317,563,13,14,460,3203,783,35,12,65,,308,28460,14,12,8309,32,172,59,20,,11,27,182,491,10,4172,1391,7451,163,1606,281,32877,,830,35,52,269,30,165,16,22,26,26,63,110,115,67,,10,7633,261,200,,5849,21,17,62,233,113,235,37,1167,310,11,3629,873,1007,1330,26,1205,3633,42,11,399,35,239,42,23,28,107,66,481,,26834,10,170,4029,1913,46,21,57,13,48,4369,98219,623,248,36996,22,13,10,346231,44,,32,609,51,467,87,102,641,51,11,14,501,204,9312,261,146,23473,130,52,165,6655,61,761,4645,750,10,30,100,82,17,317,563,13,14,460,3203,783,35,12,65,,308,28460,14,12,8309,32,172,59,20,,11,27,182,491,10,4172,1391,7451,163,1606,281,32877,,830,35,52,269,30,165,16,22,26,26,63,110,115,67,,10,7633,261,200,,5849,21,17,62,233,113,235,37,1167,310,11,3629,873,1007,1330,26,1205,3633,42,11,399,35,239,42,23,28,107,66,481,,26834,10,170,4029,1913,46,21,57,13,48,4369,98219,623,248,36996,22,13,10,346231,44,
2020/5/27,220,33,617,51,484,91,103,643,52,11,14,522,208,9334,274,149,24512,130,52,175,6753,62,806,4645,776,10,30,101,82,17,317,563,13,14,468,3203,797,36,12,65,,312,28533,14,12,8372,34,173,63,20,,11,33,188,499,10,4344,1418,7508,169,1615,281,32955,,846,37,52,269,30,172,16,22,26,26,65,110,115,70,13,10,8134,267,202,,5875,21,35,63,249,116,235,37,1197,313,11,3788,886,1024,1342,28,1216,3807,42,12,411,36,239,44,23,28,108,67,524,,27117,10,170,4125,1915,47,21,57,13,48,4397,98912,644,253,37130,22,14,11,350452,49,,33,617,51,484,91,103,643,52,11,14,522,208,9334,274,149,24512,130,52,175,6753,62,806,4645,776,10,30,101,82,17,317,563,13,14,468,3203,797,36,12,65,,312,28533,14,12,8372,34,173,63,20,,11,33,188,499,10,4344,1418,7508,169,1615,281,32955,,846,37,52,269,30,172,16,22,26,26,65,110,115,70,13,10,8134,267,202,,5875,21,35,63,249,116,235,37,1197,313,11,3788,886,1024,1342,28,1216,3807,42,12,411,36,239,44,23,28,108,67,524,,27117,10,170,4125,1915,47,21,57,13,48,4397,98912,644,253,37130,22,14,11,350452,49,
2020/5/28,227,33,623,51,500,98,103,645,54,11,15,544,214,9364,280,151,25598,133,53,175,6876,64,841,4645,803,10,31,101,82,17,317,565,13,18,474,3275,816,39,12,66,,313,28599,14,12,8428,34,173,68,20,,11,34,194,505,10,4534,1473,7564,175,1631,281,33072,,858,37,55,269,30,175,16,23,26,27,66,110,115,70,16,10,8597,274,202,,5890,22,35,63,254,119,235,39,1225,315,11,3983,904,1028,1356,30,1227,3968,42,12,425,38,240,45,23,28,108,67,552,10,27117,10,195,4220,1917,47,21,57,13,48,4431,100417,658,255,37542,22,14,11,355628,53,,33,623,51,500,98,103,645,54,11,15,544,214,9364,280,151,25598,133,53,175,6876,64,841,4645,803,10,31,101,82,17,317,565,13,18,474,3275,816,39,12,66,,313,28599,14,12,8428,34,173,68,20,,11,34,194,505,10,4534,1473,7564,175,1631,281,33072,,858,37,55,269,30,175,16,23,26,27,66,110,115,70,16,10,8597,274,202,,5890,22,35,63,254,119,235,39,1225,315,11,3983,904,1028,1356,30,1227,3968,42,12,425,38,240,45,23,28,108,67,552,10,27117,10,195,4220,1917,47,21,57,13,48,4431,100417,658,255,37542,22,14,11,355628,53,
2020/5/29,235,33,630,51,508,113,103,668,56,11,15,559,219,9388,293,153,26754,134,53,175,6982,65,890,4645,833,10,32,102,82,17,319,568,13,20,485,3313,845,39,12,66,,313,28665,14,12,8470,34,175,80,22,,11,34,196,509,10,4711,1496,7627,179,1639,284,33142,,881,37,58,269,30,185,16,24,26,27,68,110,115,72,19,10,9044,282,202,,5922,22,35,64,259,121,236,40,1260,320,11,4099,921,1038,1369,33,1235,4142,42,12,441,39,241,45,23,28,108,72,577,10,27119,10,195,4266,1919,47,21,57,13,48,4461,101616,669,258,37919,22,14,11,360308,57,,33,630,51,508,113,103,668,56,11,15,559,219,9388,293,153,26754,134,53,175,6982,65,890,4645,833,10,32,102,82,17,319,568,13,20,485,3313,845,39,12,66,,313,28665,14,12,8470,34,175,80,22,,11,34,196,509,10,4711,1496,7627,179,1639,284,33142,,881,37,58,269,30,185,16,24,26,27,68,110,115,72,19,10,9044,282,202,,5922,22,35,64,259,121,236,40,1260,320,11,4099,921,1038,1369,33,1235,4142,42,12,441,39,241,45,23,28,108,72,577,10,27119,10,195,4266,1919,47,21,57,13,48,4461,101616,669,258,37919,22,14,11,360308,57,
2020/5/30,246,33,638,51,520,120,103,668,58,11,15,582,224,9430,300,153,27878,136,53,177,7063,65,944,4645,855,10,32,103,82,17,319,568,13,20,488,3334,879,42,12,67,,314,28717,15,12,8504,34,175,90,22,,11,35,196,517,10,4980,1520,7677,185,1645,284,33229,,887,37,62,269,30,194,16,24,26,27,68,110,115,73,20,10,9415,288,202,,5950,22,35,64,261,126,236,40,1317,326,11,4230,942,1051,1383,36,1248,4374,42,12,458,41,242,45,23,28,108,72,611,10,27121,10,233,4350,1919,47,21,57,13,48,4489,102809,679,260,38243,22,14,14,364998,65,,33,638,51,520,120,103,668,58,11,15,582,224,9430,300,153,27878,136,53,177,7063,65,944,4645,855,10,32,103,82,17,319,568,13,20,488,3334,879,42,12,67,,314,28717,15,12,8504,34,175,90,22,,11,35,196,517,10,4980,1520,7677,185,1645,284,33229,,887,37,62,269,30,194,16,24,26,27,68,110,115,73,20,10,9415,288,202,,5950,22,35,64,261,126,236,40,1317,326,11,4230,942,1051,1383,36,1248,4374,42,12,458,41,242,45,23,28,108,72,611,10,27121,10,233,4350,1919,47,21,57,13,48,4489,102809,679,260,38243,22,14,14,364998,65,
2020/5/31,249,33,646,51,528,127,103,668,61,11,17,610,229,9453,310,153,28834,139,53,191,7159,65,997,4645,891,10,33,103,83,17,319,571,13,22,498,3334,913,46,12,67,,316,28774,17,12,8530,35,175,102,23,,12,41,201,524,10,5185,1573,7734,195,1651,284,33340,,894,38,63,270,30,205,16,24,26,27,70,110,115,76,20,10,9779,291,204,,5970,22,35,64,273,131,236,42,1395,330,11,4371,950,1061,1396,36,1259,4555,42,12,480,42,242,46,23,28,108,73,643,10,27125,10,262,4395,1919,47,21,57,13,48,4515,103776,696,262,38458,22,14,14,369126,77,,33,646,51,528,127,103,668,61,11,17,610,229,9453,310,153,28834,139,53,191,7159,65,997,4645,891,10,33,103,83,17,319,571,13,22,498,3334,913,46,12,67,,316,28774,17,12,8530,35,175,102,23,,12,41,201,524,10,5185,1573,7734,195,1651,284,33340,,894,38,63,270,30,205,16,24,26,27,70,110,115,76,20,10,9779,291,204,,5970,22,35,64,273,131,236,42,1395,330,11,4371,950,1061,1396,36,1259,4555,42,12,480,42,242,46,23,28,108,73,643,10,27125,10,262,4395,1919,47,21,57,13,48,4515,103776,696,262,38458,22,14,14,369126,77,
2020/6/1,257,33,653,51,539,131,103,668,63,11,19,650,235,9467,313,153,29314,140,53,191,7374,65,1054,4645,916,10,33,103,83,17,320,574,13,24,502,3358,959,46,12,68,11,320,28805,17,12,8540,36,175,108,23,,12,44,212,526,10,5408,1613,7797,205,1652,285,33415,,898,40,64,271,30,212,16,24,27,27,70,110,115,77,23,10,9930,295,205,,5975,22,35,64,287,133,236,49,1483,336,11,4506,957,1064,1410,38,1266,4693,42,12,503,42,243,46,23,28,108,78,683,10,27127,10,286,4395,1920,47,21,57,13,48,4540,104381,708,264,38571,22,15,14,372035,80,,33,653,51,539,131,103,668,63,11,19,650,235,9467,313,153,29314,140,53,191,7374,65,1054,4645,916,10,33,103,83,17,320,574,13,24,502,3358,959,46,12,68,11,320,28805,17,12,8540,36,175,108,23,,12,44,212,526,10,5408,1613,7797,205,1652,285,33415,,898,40,64,271,30,212,16,24,27,27,70,110,115,77,23,10,9930,295,205,,5975,22,35,64,287,133,236,49,1483,336,11,4506,957,1064,1410,38,1266,4693,42,12,503,42,243,46,23,28,108,78,683,10,27127,10,286,4395,1920,47,21,57,13,48,4540,104381,708,264,38571,22,15,14,372035,80,
2020/6/2,265,33,661,51,556,139,102,668,68,11,19,672,240,9486,343,154,29937,140,53,199,7404,66,1113,4645,963,10,33,103,83,17,321,576,13,24,502,3358,1005,46,12,68,12,318,28836,17,12,8555,36,179,116,23,,12,45,217,527,10,5608,1641,7878,215,1650,285,33475,,899,41,69,272,30,220,16,24,27,27,70,110,115,78,23,10,10167,305,205,,5981,22,35,65,299,140,236,50,1543,344,11,4634,960,1074,1424,40,1276,4849,42,12,525,42,244,46,24,28,109,79,705,10,27127,11,298,4403,1920,47,21,57,13,48,4563,105149,724,266,39127,23,15,17,375543,84,,33,661,51,556,139,102,668,68,11,19,672,240,9486,343,154,29937,140,53,199,7404,66,1113,4645,963,10,33,103,83,17,321,576,13,24,502,3358,1005,46,12,68,12,318,28836,17,12,8555,36,179,116,23,,12,45,217,527,10,5608,1641,7878,215,1650,285,33475,,899,41,69,272,30,220,16,24,27,27,70,110,115,78,23,10,10167,305,205,,5981,22,35,65,299,140,236,50,1543,344,11,4634,960,1074,1424,40,1276,4849,42,12,525,42,244,46,24,28,109,79,705,10,27127,11,298,4403,1920,47,21,57,13,48,4563,105149,724,266,39127,23,15,17,375543,84,
2020/6/3,270,33,667,51,569,158,102,669,71,11,19,709,243,9505,376,157,31199,144,53,200,7478,66,1188,4645,1014,10,33,103,83,17,323,580,13,25,515,3438,1052,49,12,68,14,320,28943,20,13,8563,38,179,123,23,,12,45,225,532,10,5829,1663,7942,235,1658,290,33530,,902,44,71,273,30,226,17,24,27,28,71,110,115,78,31,10,10637,307,206,,5986,22,46,65,314,141,237,59,1621,352,11,4634,966,1092,1436,43,1288,5031,42,12,549,43,245,46,24,28,109,79,755,10,27127,11,307,4468,1920,47,21,58,13,48,4585,106180,733,269,39452,23,15,18,380251,87,,33,667,51,569,158,102,669,71,11,19,709,243,9505,376,157,31199,144,53,200,7478,66,1188,4645,1014,10,33,103,83,17,323,580,13,25,515,3438,1052,49,12,68,14,320,28943,20,13,8563,38,179,123,23,,12,45,225,532,10,5829,1663,7942,235,1658,290,33530,,902,44,71,273,30,226,17,24,27,28,71,110,115,78,31,10,10637,307,206,,5986,22,46,65,314,141,237,59,1621,352,11,4634,966,1092,1436,43,1288,5031,42,12,549,43,245,46,24,28,109,79,755,10,27127,11,307,4468,1920,47,21,58,13,48,4585,106180,733,269,39452,23,15,18,380251,87,
2020/6/4,294,33,673,51,583,170,102,670,76,11,20,746,248,9522,400,157,32548,146,53,200,7579,66,1275,4645,1057,10,35,103,83,17,325,580,13,26,516,3486,1088,51,12,69,17,321,29024,20,13,8602,38,179,143,23,,12,48,234,534,10,6088,1698,8012,256,1659,291,33601,10,905,48,74,273,30,230,20,24,27,28,71,110,115,79,34,10,11729,310,206,,5996,22,46,65,315,145,237,67,1688,357,11,4894,974,1115,1447,45,1296,5208,42,12,579,45,245,47,24,28,109,79,792,10,27128,11,314,4542,1921,48,21,58,13,49,4609,107161,742,270,39811,23,16,20,385933,95,,33,673,51,583,170,102,670,76,11,20,746,248,9522,400,157,32548,146,53,200,7579,66,1275,4645,1057,10,35,103,83,17,325,580,13,26,516,3486,1088,51,12,69,17,321,29024,20,13,8602,38,179,143,23,,12,48,234,534,10,6088,1698,8012,256,1659,291,33601,10,905,48,74,273,30,230,20,24,27,28,71,110,115,79,34,10,11729,310,206,,5996,22,46,65,315,145,237,67,1688,357,11,4894,974,1115,1447,45,1296,5208,42,12,579,45,245,47,24,28,109,79,792,10,27128,11,314,4542,1921,48,21,58,13,49,4609,107161,742,270,39811,23,16,20,385933,95,
2020/6/5,300,33,681,51,608,176,102,670,78,11,21,781,253,9548,415,159,34021,147,53,203,7717,66,1356,4645,1099,10,35,103,83,17,326,582,13,26,520,3486,1126,52,12,69,18,322,29068,21,13,8635,38,180,158,23,,12,50,243,539,10,6363,1721,8071,271,1664,291,33689,10,911,52,78,273,30,236,20,25,28,28,71,110,115,85,39,10,12545,315,208,10,6009,22,46,65,323,147,238,67,1770,363,11,5031,984,1117,1455,45,1305,5376,42,12,611,45,246,47,24,28,109,79,848,10,27133,11,333,4562,1921,48,21,58,13,49,4630,108197,755,273,39987,23,16,20,391122,103,,33,681,51,608,176,102,670,78,11,21,781,253,9548,415,159,34021,147,53,203,7717,66,1356,4645,1099,10,35,103,83,17,326,582,13,26,520,3486,1126,52,12,69,18,322,29068,21,13,8635,38,180,158,23,,12,50,243,539,10,6363,1721,8071,271,1664,291,33689,10,911,52,78,273,30,236,20,25,28,28,71,110,115,85,39,10,12545,315,208,10,6009,22,46,65,323,147,238,67,1770,363,11,5031,984,1117,1455,45,1305,5376,42,12,611,45,246,47,24,28,109,79,848,10,27133,11,333,4562,1921,48,21,58,13,49,4630,108197,755,273,39987,23,16,20,391122,103,
2020/6/6,309,33,690,51,632,183,102,672,82,11,22,811,259,9566,427,159,35026,159,53,205,7778,68,1448,4645,1204,10,36,103,83,17,327,586,13,26,525,3534,1166,53,12,69,19,322,29114,21,13,8658,42,180,216,23,12,12,50,248,542,10,6649,1770,8134,285,1670,291,33774,10,916,52,79,273,30,244,22,25,28,30,71,110,116,87,43,10,13170,323,208,11,6024,22,46,65,333,149,238,72,1838,370,11,5162,987,1137,1465,49,1316,5520,42,12,642,45,247,47,24,28,109,79,908,10,27134,11,347,4639,1921,48,21,58,13,49,4648,109118,770,274,40344,23,16,20,395866,111,,33,690,51,632,183,102,672,82,11,22,811,259,9566,427,159,35026,159,53,205,7778,68,1448,4645,1204,10,36,103,83,17,327,586,13,26,525,3534,1166,53,12,69,19,322,29114,21,13,8658,42,180,216,23,12,12,50,248,542,10,6649,1770,8134,285,1670,291,33774,10,916,52,79,273,30,244,22,25,28,30,71,110,116,87,43,10,13170,323,208,11,6024,22,46,65,333,149,238,72,1838,370,11,5162,987,1137,1465,49,1316,5520,42,12,642,45,247,47,24,28,109,79,908,10,27134,11,347,4639,1921,48,21,58,13,49,4648,109118,770,274,40344,23,16,20,395866,111,
2020/6/7,327,34,698,51,648,190,102,672,84,11,24,846,263,9580,454,159,35930,160,53,212,7850,69,1541,4645,1204,10,36,104,83,18,327,587,13,26,536,3608,1198,53,12,69,20,322,29145,21,13,8673,44,180,230,23,12,12,50,250,545,10,6946,1801,8209,318,1678,295,33846,10,915,53,83,273,30,254,22,25,29,30,71,110,117,90,49,10,13511,331,208,13,6030,22,46,65,342,151,238,72,1935,386,11,5301,994,1153,1474,51,1322,5717,42,12,676,47,248,48,25,28,109,82,952,10,27135,11,359,4656,1921,48,21,58,13,49,4669,109787,785,275,40548,23,17,22,399703,111,,34,698,51,648,190,102,672,84,11,24,846,263,9580,454,159,35930,160,53,212,7850,69,1541,4645,1204,10,36,104,83,18,327,587,13,26,536,3608,1198,53,12,69,20,322,29145,21,13,8673,44,180,230,23,12,12,50,250,545,10,6946,1801,8209,318,1678,295,33846,10,915,53,83,273,30,254,22,25,29,30,71,110,117,90,49,10,13511,331,208,13,6030,22,46,65,342,151,238,72,1935,386,11,5301,994,1153,1474,51,1322,5717,42,12,676,47,248,48,25,28,109,82,952,10,27135,11,359,4656,1921,48,21,58,13,49,4669,109787,785,275,40548,23,17,22,399703,111,
2020/6/8,357,34,707,51,664,200,102,672,88,11,26,888,269,9595,465,159,36455,160,53,212,7877,69,1637,4645,1265,10,36,104,83,18,327,589,13,28,538,3621,1237,53,12,69,27,323,29158,21,13,8685,44,180,252,23,12,12,51,258,546,10,7207,1851,8281,346,1679,298,33899,10,917,56,84,273,30,264,22,25,30,30,71,110,117,90,55,10,13699,341,208,13,6032,22,46,65,354,153,238,75,2002,393,11,5465,1003,1157,1479,54,1333,5851,42,12,712,49,249,48,25,28,109,83,998,14,27136,11,359,4659,1921,48,21,58,13,49,4692,110508,796,276,40625,23,17,22,402724,112,,34,707,51,664,200,102,672,88,11,26,888,269,9595,465,159,36455,160,53,212,7877,69,1637,4645,1265,10,36,104,83,18,327,589,13,28,538,3621,1237,53,12,69,27,323,29158,21,13,8685,44,180,252,23,12,12,51,258,546,10,7207,1851,8281,346,1679,298,33899,10,917,56,84,273,30,264,22,25,30,30,71,110,117,90,55,10,13699,341,208,13,6032,22,46,65,354,153,238,75,2002,393,11,5465,1003,1157,1479,54,1333,5851,42,12,712,49,249,48,25,28,109,83,998,14,27136,11,359,4659,1921,48,21,58,13,49,4692,110508,796,276,40625,23,17,22,402724,112,
2020/6/9,369,34,715,51,693,211,102,672,93,11,27,930,276,9606,475,160,37134,164,53,212,7910,70,2264,4645,1373,11,38,104,83,18,328,593,13,31,539,3642,1271,56,12,69,27,323,29212,21,13,8695,48,182,267,23,12,12,54,262,548,10,7473,1883,8351,370,1683,298,33964,10,920,56,85,274,31,269,23,26,30,30,71,110,117,92,59,10,14053,353,208,14,6035,22,46,65,361,156,239,81,2172,398,11,5571,1011,1166,1485,57,1339,5963,42,12,746,49,250,49,25,28,109,84,1080,19,27136,11,372,4694,1923,48,21,58,13,49,4711,110990,805,281,40680,23,18,22,406522,112,10,34,715,51,693,211,102,672,93,11,27,930,276,9606,475,160,37134,164,53,212,7910,70,2264,4645,1373,11,38,104,83,18,328,593,13,31,539,3642,1271,56,12,69,27,323,29212,21,13,8695,48,182,267,23,12,12,54,262,548,10,7473,1883,8351,370,1683,298,33964,10,920,56,85,274,31,269,23,26,30,30,71,110,117,92,59,10,14053,353,208,14,6035,22,46,65,361,156,239,81,2172,398,11,5571,1011,1166,1485,57,1339,5963,42,12,746,49,250,49,25,28,109,84,1080,19,27136,11,372,4694,1923,48,21,58,13,49,4711,110990,805,281,40680,23,18,22,406522,112,10
